Antecedants,Consequents,Confidence
144,139,0.524216524
139,144,0.603278689
140,141,0.476868327
141,140,0.395280236
140,143,0.494661922
143,140,0.441269841
140,144,0.533807829
144,140,0.427350427
142,141,0.520408163
141,142,0.451327434
143,141,0.46031746
141,143,0.427728614
144,141,0.581196581
141,144,0.601769912
205,141,0.406832298
141,205,0.386430678
143,142,0.447619048
142,143,0.479591837
144,142,0.49002849
142,144,0.585034014
144,143,0.452991453
143,144,0.504761905
146,217,0.448753463
217,146,0.189252336
148,147,0.772532189
147,148,0.833333333
149,147,0.854748603
147,149,0.708333333
149,148,0.888268156
148,149,0.682403433
161,150,0.54887218
150,161,0.324444444
150,162,0.331111111
162,150,0.169125993
151,152,0.318471338
152,151,0.643776824
151,162,0.369426752
162,151,0.197502838
151,183,0.562632696
183,151,0.4140625
151,185,0.278131635
185,151,0.277542373
151,189,0.365180467
189,151,0.399071926
151,191,0.375796178
191,151,0.450381679
195,151,0.490909091
151,195,0.286624204
151,206,0.290870488
206,151,0.239929947
151,217,0.356687898
217,151,0.196261682
155,217,0.81038961
217,155,0.364485981
156,162,0.469178082
162,156,0.155505108
162,157,0.165720772
157,162,0.561538462
208,158,0.72173913
158,208,0.495522388
227,158,0.68487395
158,227,0.486567164
163,162,0.834951456
162,163,0.19523269
164,162,0.847368421
162,164,0.182746879
165,162,0.81025641
162,165,0.179341657
162,166,0.15323496
166,162,0.84375
167,162,0.816964286
162,167,0.207718502
162,168,0.240635641
168,162,0.85483871
162,169,0.163450624
169,162,0.388140162
162,170,0.17707151
170,162,0.319672131
172,162,0.758865248
162,172,0.364358683
162,177,0.163450624
177,162,0.338823529
183,162,0.4015625
162,183,0.291713961
184,162,0.372340426
162,184,0.158910329
185,162,0.637711864
162,185,0.341657208
162,189,0.190692395
189,162,0.389791183
191,162,0.394402036
162,191,0.175936436
193,162,0.393442623
162,193,0.163450624
162,199,0.158910329
199,162,0.327868852
162,206,0.232690125
206,162,0.359019264
162,212,0.174801362
212,162,0.382133995
162,217,0.296254257
217,162,0.304906542
222,162,0.380102041
162,222,0.169125993
224,162,0.390243902
162,224,0.181611805
163,164,0.810679612
164,163,0.878947368
163,167,0.63592233
167,163,0.584821429
163,168,0.815533981
168,163,0.677419355
163,172,0.781553398
172,163,0.380614657
164,168,0.852631579
168,164,0.653225806
164,172,0.778947368
172,164,0.349881797
165,166,0.764102564
166,165,0.93125
167,165,0.745535714
165,167,0.856410256
165,172,0.78974359
172,165,0.364066194
167,166,0.638392857
166,167,0.89375
172,166,0.31678487
166,172,0.8375
167,168,0.669642857
168,167,0.60483871
167,172,0.834821429
172,167,0.442080378
167,185,0.602678571
185,167,0.286016949
172,168,0.437352246
168,172,0.745967742
185,168,0.313559322
168,185,0.596774194
169,177,0.525606469
177,169,0.458823529
169,217,0.420485175
217,169,0.182242991
170,217,0.276639344
217,170,0.15771028
171,217,0.3125
217,171,0.175233645
172,185,0.411347518
185,172,0.368644068
172,217,0.309692671
217,172,0.153037383
173,174,0.647577093
174,173,0.523131673
217,177,0.176401869
177,217,0.355294118
183,178,0.2125
178,183,0.564315353
180,179,0.748
179,180,0.578947368
190,179,0.76635514
179,190,0.507739938
192,179,0.724279835
179,192,0.544891641
180,190,0.632
190,180,0.738317757
180,192,0.62
192,180,0.637860082
184,182,0.545212766
182,184,0.630769231
185,183,0.476694915
183,185,0.3515625
183,189,0.2984375
189,183,0.443155452
191,183,0.692111959
183,191,0.425
193,183,0.445355191
183,193,0.2546875
195,183,0.807272727
183,195,0.346875
200,183,0.390449438
183,200,0.2171875
183,206,0.3078125
206,183,0.345008757
183,217,0.33125
217,183,0.247663551
184,217,0.359042553
217,184,0.15771028
191,185,0.338422392
185,191,0.281779661
193,185,0.357923497
185,193,0.277542373
195,185,0.483636364
185,195,0.281779661
185,206,0.330508475
206,185,0.273204904
185,217,0.288135593
217,185,0.158878505
186,187,0.494423792
187,186,0.661691542
188,187,0.75
187,188,0.671641791
191,189,0.389312977
189,191,0.354988399
193,189,0.387978142
189,193,0.329466357
189,206,0.334106729
206,189,0.252189142
189,217,0.310904872
217,189,0.156542056
190,192,0.672897196
192,190,0.592592593
195,191,0.541818182
191,195,0.37913486
193,206,0.379781421
206,193,0.243432574
196,197,0.861111111
197,196,0.724299065
197,198,0.658878505
198,197,0.592436975
201,199,0.784431138
199,201,0.306791569
202,199,0.826815642
199,202,0.346604215
217,199,0.167056075
199,217,0.334894614
202,201,0.849162011
201,202,0.910179641
204,217,0.510582011
217,204,0.22546729
213,206,0.523622047
206,213,0.232924694
217,206,0.232476636
206,217,0.348511384
209,207,0.711627907
207,209,0.516891892
227,208,0.554621849
208,227,0.573913043
212,217,0.372208437
217,212,0.175233645
215,216,0.611111111
216,215,0.465478842
221,216,0.458333333
216,221,0.34298441
219,217,0.580912863
217,219,0.163551402
217,220,0.156542056
220,217,0.470175439
222,217,0.49744898
217,222,0.227803738
224,217,0.524390244
217,224,0.251168224
228,217,0.508038585
217,228,0.184579439
222,219,0.336734694
219,222,0.547717842
224,219,0.346341463
219,224,0.589211618
222,224,0.719387755
224,222,0.687804878
223,225,0.731778426
225,223,0.756024096
223,226,0.501457726
226,223,0.761061947
225,226,0.560240964
226,225,0.82300885
6,124,0.792349727
6,5,0.700483092
5,6,0.539033457
6,5,0.446153846
5,6,0.350241546
124,6,0.228346457
5,120,0.49070632
5,124,0.804878049
120,5,0.673469388
5,120,0.31884058
124,5,0.207874016
120,5,0.459930314
5,124,0.790243902
5,122,0.602230483
122,5,0.591240876
5,122,0.391304348
122,5,0.395121951
124,5,0.25511811
5,124,0.798816568
5,193,0.501858736
193,5,0.642857143
5,193,0.326086957
193,5,0.368852459
124,5,0.212598425
12,9,0.579545455
12,8,0.768844221
8,12,0.916167665
12,8,0.394329897
8,12,0.47515528
9,12,0.634854772
10,12,0.935714286
10,8,0.850649351
8,10,0.496212121
10,8,0.731843575
8,10,0.406832298
12,10,0.337628866
11,12,0.912820513
11,8,0.787610619
8,11,0.674242424
11,8,0.611683849
8,11,0.552795031
12,11,0.458762887
11,9,0.637168142
12,11,0.72361809
11,12,0.872727273
12,11,0.371134021
11,12,0.494845361
9,11,0.597510373
22,217,0.940397351
22,155,0.689320388
155,22,0.455128205
22,155,0.63963964
155,22,0.368831169
217,22,0.16588785
28,70,0.681818182
28,69,0.692307692
69,28,0.699481865
28,69,0.353403141
69,28,0.284810127
70,28,0.415384615
146,34,0.705882353
146,51,0.790419162
51,146,0.709677419
146,51,0.36565097
51,146,0.4
34,146,0.459930314
162,137,0.824915825
162,53,0.945945946
53,162,0.827702703
162,53,0.278093076
53,162,0.633074935
137,162,0.768025078
165,137,0.853658537
165,53,0.985915493
53,165,0.472972973
165,53,0.717948718
53,165,0.361757106
137,165,0.438871473
167,137,0.866242038
167,53,0.971428571
53,167,0.459459459
167,53,0.607142857
53,167,0.351421189
137,167,0.426332288
53,137,0.853503185
168,53,0.985294118
53,168,0.452702703
168,53,0.540322581
53,168,0.34625323
137,53,0.420062696
172,137,0.813084112
172,53,0.959558824
53,172,0.881756757
172,53,0.617021277
53,172,0.674418605
137,172,0.818181818
185,137,0.8375
185,53,0.971014493
53,185,0.452702703
185,53,0.283898305
53,185,0.34625323
137,185,0.420062696
165,53,0.873417722
165,162,0.841463415
162,165,0.464646465
165,162,0.707692308
162,165,0.156640182
53,165,0.356589147
167,53,0.74863388
167,162,0.872611465
162,167,0.461279461
167,162,0.611607143
162,167,0.155505108
53,167,0.354005168
162,168,0.478114478
162,53,0.669811321
168,162,0.904458599
162,168,0.161180477
53,162,0.366925065
168,162,0.572580645
172,53,0.806853583
172,162,0.806853583
162,172,0.872053872
172,162,0.612293144
162,172,0.293984109
53,172,0.669250646
162,53,0.458471761
185,162,0.8625
162,185,0.464646465
185,162,0.292372881
162,185,0.156640182
53,162,0.356589147
163,53,0.838509317
163,172,0.950704225
172,163,0.420560748
163,172,0.655339806
172,163,0.319148936
53,163,0.348837209
164,53,0.885135135
164,172,0.942446043
172,164,0.408099688
164,172,0.689473684
172,164,0.309692671
53,164,0.338501292
165,53,0.88590604
165,166,0.804878049
53,165,0.970588235
165,53,0.676923077
166,165,0.825
53,165,0.341085271
167,53,0.868263473
167,165,0.923566879
165,167,0.884146341
167,165,0.647321429
165,167,0.743589744
53,167,0.374677003
165,53,0.961038961
172,165,0.46105919
165,172,0.902439024
172,165,0.349881797
165,172,0.758974359
53,165,0.382428941
167,53,0.823529412
167,172,0.98089172
172,167,0.479750779
167,172,0.6875
172,167,0.364066194
53,167,0.397932817
172,53,0.816216216
172,168,0.470404984
53,172,0.961783439
172,53,0.356973995
168,172,0.608870968
53,172,0.390180879
172,53,0.833333333
172,185,0.451713396
185,172,0.90625
172,185,0.342789598
185,172,0.30720339
53,172,0.374677003
60,57,0.727777778
60,56,0.632850242
56,60,0.632850242
60,56,0.398176292
56,60,0.393393393
57,60,0.349333333
65,64,0.792553191
65,99,0.483766234
99,65,0.702830189
65,99,0.260034904
99,65,0.425714286
64,65,0.307216495
65,64,0.607142857
65,204,0.441558442
204,65,0.824242424
65,204,0.237347295
204,65,0.35978836
64,65,0.280412371
65,217,0.587662338
65,64,0.680451128
64,65,0.683018868
65,64,0.315881326
64,65,0.373195876
217,65,0.211448598
99,64,0.63963964
99,204,0.669811321
204,99,0.860606061
99,204,0.405714286
204,99,0.375661376
64,99,0.292783505
155,217,0.858064516
155,64,0.426282051
64,155,0.501886792
155,64,0.345454545
64,155,0.274226804
217,155,0.155373832
65,204,0.781914894
65,99,0.65625
99,65,0.662162162
65,99,0.256544503
99,65,0.42
204,65,0.388888889
65,217,0.867549669
65,155,0.492481203
155,65,0.419871795
65,155,0.228621291
155,65,0.34025974
217,65,0.153037383
76,75,0.568
76,183,0.548262548
75,76,0.63963964
76,75,0.247818499
183,76,0.221875
75,76,0.26443203
76,183,0.683673469
76,151,0.536
151,76,0.505660377
76,151,0.233856894
151,76,0.284501062
183,76,0.209375
76,183,0.770588235
76,191,0.524
191,76,0.481617647
76,191,0.228621291
191,76,0.333333333
183,76,0.2046875
77,87,0.920245399
77,85,0.666666667
87,77,0.526315789
77,87,0.490196078
85,77,0.403225806
87,77,0.236220472
77,87,0.894736842
77,90,0.604444444
87,77,0.552845528
77,87,0.444444444
90,77,0.431746032
87,77,0.214173228
77,95,0.582222222
77,87,0.829113924
87,77,0.579646018
77,87,0.428104575
87,77,0.206299213
95,77,0.349333333
78,87,0.751381215
78,79,0.604444444
87,78,0.561983471
78,87,0.347826087
79,78,0.343434343
87,78,0.214173228
78,87,0.896774194
78,85,0.617777778
87,78,0.487719298
78,87,0.355498721
85,78,0.373655914
87,78,0.218897638
78,87,0.675126904
78,91,0.591111111
87,78,0.755681818
78,87,0.340153453
91,78,0.465034965
87,78,0.209448819
78,87,0.826086957
78,110,0.591111111
87,78,0.488970588
78,87,0.340153453
110,78,0.25
87,78,0.209448819
79,84,0.700534759
79,80,0.850649351
80,79,0.661616162
79,80,0.330808081
80,79,0.380813953
84,79,0.5
87,80,0.632231405
87,79,0.612
79,87,0.818181818
87,79,0.240944882
79,87,0.386363636
80,87,0.444767442
79,93,0.700534759
79,80,0.675257732
80,79,0.664974619
79,80,0.330808081
80,79,0.380813953
93,79,0.347480106
87,85,0.628099174
87,79,0.533333333
79,87,0.858757062
87,79,0.239370079
79,87,0.383838384
85,87,0.408602151
87,90,0.578512397
87,79,0.569105691
79,87,0.891719745
87,79,0.220472441
79,87,0.353535354
90,87,0.444444444
87,92,0.582644628
87,79,0.585062241
79,87,0.796610169
87,79,0.222047244
79,87,0.356060606
92,87,0.388429752
87,93,0.607438017
87,79,0.644736842
79,87,0.757731959
87,79,0.231496063
79,87,0.371212121
93,87,0.389920424
87,97,0.590909091
87,79,0.632743363
79,87,0.82183908
87,79,0.22519685
79,87,0.361111111
97,87,0.429429429
87,103,0.553719008
87,79,0.765714286
103,87,0.708994709
87,103,0.211023622
79,87,0.338383838
103,87,0.355437666
87,110,0.595041322
87,79,0.529411765
79,87,0.837209302
87,79,0.226771654
79,87,0.363636364
110,87,0.270676692
79,110,0.80239521
79,105,0.779069767
105,79,0.435064935
79,105,0.338383838
105,79,0.279749478
110,79,0.251879699
87,84,0.64
87,80,0.860215054
80,87,0.808080808
87,80,0.251968504
80,87,0.465116279
84,87,0.610687023
80,84,0.715736041
93,80,0.87037037
80,93,0.712121212
93,80,0.374005305
80,93,0.409883721
84,80,0.538167939
87,85,0.608
87,80,0.533333333
80,87,0.904761905
87,80,0.239370079
80,87,0.441860465
85,87,0.408602151
87,90,0.544
87,80,0.552845528
80,87,0.877419355
87,80,0.214173228
80,87,0.395348837
90,87,0.431746032
87,92,0.588
87,80,0.609958506
80,87,0.825842697
87,80,0.231496063
80,87,0.427325581
92,87,0.404958678
87,93,0.62
87,80,0.679824561
80,87,0.78680203
87,80,0.244094488
80,87,0.450581395
93,87,0.411140584
87,80,0.60619469
87,97,0.548
97,87,0.872611465
87,97,0.215748031
97,87,0.411411411
80,87,0.398255814
87,80,0.807291667
87,104,0.62
104,87,0.763546798
87,104,0.244094488
104,87,0.386533666
80,87,0.450581395
87,80,0.609302326
87,105,0.524
105,87,0.793939394
87,105,0.206299213
105,87,0.27348643
80,87,0.380813953
87,80,0.589519651
87,109,0.54
109,87,0.876623377
87,109,0.212598425
109,87,0.304054054
80,87,0.39244186
87,110,0.6
87,80,0.551470588
80,87,0.892857143
87,80,0.236220472
80,87,0.436046512
110,87,0.281954887
104,93,0.650246305
104,80,0.835443038
80,104,0.670050761
104,80,0.329177057
80,104,0.38372093
93,104,0.350132626
105,80,0.574468085
105,104,0.818181818
104,105,0.665024631
105,104,0.281837161
104,105,0.336658354
80,105,0.39244186
104,109,0.645320197
104,80,0.603686636
109,104,0.850649351
104,109,0.326683292
80,104,0.380813953
109,104,0.295045045
104,110,0.714285714
104,80,0.575396825
80,104,0.863095238
104,80,0.36159601
80,104,0.421511628
110,104,0.272556391
104,114,0.645320197
104,80,0.651741294
80,104,0.897260274
104,80,0.326683292
80,104,0.380813953
114,104,0.429508197
87,92,0.670050761
87,81,0.547717842
81,87,0.825
87,81,0.207874016
81,87,0.441471572
92,87,0.363636364
87,85,0.691943128
87,86,0.512280702
86,87,0.863905325
87,86,0.22992126
86,87,0.474025974
85,87,0.392473118
87,85,0.700534759
87,89,0.459649123
89,87,0.897260274
87,89,0.206299213
89,87,0.530364372
85,87,0.352150538
87,85,0.674796748
87,90,0.58245614
90,87,0.912087912
87,90,0.261417323
90,87,0.526984127
85,87,0.446236559
87,92,0.505263158
87,85,0.597510373
85,87,0.894409938
87,85,0.226771654
85,87,0.387096774
92,87,0.396694215
87,85,0.622807018
87,93,0.498245614
93,87,0.928104575
87,93,0.223622047
93,87,0.376657825
85,87,0.38172043
87,95,0.477192982
87,85,0.601769912
85,87,0.877419355
87,85,0.214173228
85,87,0.365591398
95,87,0.362666667
87,85,0.663716814
87,97,0.526315789
97,87,0.887573964
87,97,0.236220472
97,87,0.45045045
85,87,0.403225806
87,102,0.498245614
87,85,0.663551402
102,87,0.871165644
87,102,0.223622047
85,87,0.38172043
102,87,0.310043668
87,85,0.623255814
87,105,0.470175439
105,87,0.832298137
87,105,0.211023622
105,87,0.279749478
85,87,0.360215054
87,85,0.707423581
87,109,0.568421053
109,87,0.870967742
87,109,0.25511811
109,87,0.364864865
85,87,0.435483871
87,85,0.591911765
87,110,0.564912281
110,87,0.889502762
87,110,0.253543307
110,87,0.302631579
85,87,0.432795699
102,85,0.494623656
102,109,0.846625767
109,102,0.741935484
102,109,0.301310044
109,102,0.310810811
85,102,0.370967742
102,85,0.436666667
102,110,0.803680982
110,102,0.723756906
102,110,0.286026201
110,102,0.246240602
85,102,0.352150538
105,85,0.475352113
105,109,0.838509317
109,105,0.725806452
105,109,0.281837161
109,105,0.304054054
85,105,0.362903226
105,85,0.431818182
105,110,0.826086957
110,105,0.73480663
105,110,0.277661795
110,105,0.25
85,105,0.357526882
109,85,0.508474576
109,110,0.806451613
110,109,0.828729282
109,110,0.337837838
110,109,0.281954887
85,109,0.403225806
87,90,0.625592417
87,86,0.536585366
86,87,0.88590604
87,86,0.207874016
86,87,0.428571429
90,87,0.419047619
87,110,0.544715447
87,90,0.492647059
90,87,0.893333333
87,90,0.211023622
90,87,0.425396825
110,87,0.251879699
87,92,0.697368421
87,93,0.659751037
93,87,0.815384615
87,93,0.250393701
93,87,0.421750663
92,87,0.438016529
87,92,0.601769912
87,95,0.564315353
92,87,0.804733728
87,92,0.214173228
95,87,0.362666667
92,87,0.374655647
87,92,0.525735294
87,110,0.593360996
110,87,0.888198758
87,110,0.22519685
110,87,0.268796992
92,87,0.393939394
87,92,0.834355828
87,113,0.564315353
113,87,0.764044944
87,113,0.214173228
113,87,0.426332288
92,87,0.374655647
87,93,0.579646018
87,97,0.574561404
97,87,0.823899371
87,97,0.206299213
97,87,0.393393393
93,87,0.347480106
87,93,0.507352941
87,110,0.605263158
110,87,0.841463415
87,110,0.217322835
110,87,0.259398496
93,87,0.366047745
87,110,0.610619469
87,97,0.507352941
97,87,0.841463415
87,97,0.217322835
97,87,0.414414414
110,87,0.259398496
87,102,0.665116279
87,105,0.668224299
102,87,0.545801527
87,102,0.22519685
105,87,0.298538622
102,87,0.312227074
87,102,0.703056769
87,109,0.752336449
102,87,0.577060932
87,102,0.253543307
109,87,0.362612613
102,87,0.351528384
87,102,0.636029412
87,110,0.808411215
102,87,0.576666667
87,102,0.272440945
110,87,0.32518797
102,87,0.377729258
87,102,0.676767677
87,111,0.626168224
102,87,0.503759398
87,102,0.211023622
111,87,0.273469388
102,87,0.292576419
87,102,0.727777778
87,112,0.612149533
102,87,0.515748031
87,102,0.206299213
112,87,0.328320802
102,87,0.286026201
87,103,0.522058824
87,110,0.811428571
103,87,0.622807018
87,103,0.223622047
110,87,0.266917293
103,87,0.376657825
87,109,0.708333333
87,104,0.593886463
104,87,0.626728111
87,104,0.214173228
104,87,0.33915212
109,87,0.306306306
87,110,0.796875
87,104,0.5625
104,87,0.607142857
87,104,0.240944882
104,87,0.381546135
110,87,0.287593985
87,109,0.739534884
87,105,0.694323144
105,87,0.559859155
87,105,0.250393701
105,87,0.331941545
109,87,0.358108108
87,110,0.813953488
87,105,0.643382353
105,87,0.568181818
87,105,0.275590551
105,87,0.365344468
110,87,0.328947368
87,111,0.646511628
87,105,0.702020202
105,87,0.491166078
87,105,0.218897638
105,87,0.290187891
111,87,0.283673469
87,112,0.655813953
87,105,0.783333333
105,87,0.520295203
87,105,0.222047244
105,87,0.294363257
112,87,0.353383459
87,110,0.777292576
87,109,0.654411765
109,87,0.603389831
87,109,0.280314961
109,87,0.400900901
110,87,0.334586466
87,111,0.620087336
87,109,0.717171717
109,87,0.556862745
87,109,0.223622047
109,87,0.31981982
111,87,0.289795918
87,109,0.772222222
87,112,0.6069869
112,87,0.599137931
87,112,0.218897638
112,87,0.348370927
109,87,0.313063063
87,111,0.613970588
87,110,0.843434343
110,87,0.552980132
87,110,0.262992126
110,87,0.313909774
111,87,0.340816327
87,110,0.827777778
87,112,0.547794118
112,87,0.558052434
87,112,0.234645669
112,87,0.373433584
110,87,0.280075188
87,113,0.492647059
87,110,0.82208589
113,87,0.680203046
87,113,0.211023622
110,87,0.251879699
113,87,0.420062696
87,115,0.544117647
87,110,0.891566265
110,87,0.592
87,110,0.233070866
110,87,0.278195489
115,87,0.397849462
87,111,0.727777778
87,112,0.661616162
112,87,0.492481203
87,112,0.206299213
112,87,0.328320802
111,87,0.267346939
113,92,0.664974619
113,110,0.735955056
110,113,0.813664596
113,110,0.410658307
110,113,0.246240602
92,113,0.360881543
97,112,0.798780488
97,110,0.789156627
112,97,0.490636704
97,112,0.393393393
110,97,0.246240602
112,97,0.328320802
99,217,0.59009009
99,204,0.711956522
204,99,0.678756477
99,204,0.374285714
204,99,0.346560847
217,99,0.153037383
102,103,0.734883721
102,104,0.718181818
103,102,0.702222222
102,103,0.344978166
104,102,0.394014963
103,102,0.419098143
102,103,0.614503817
102,105,0.731818182
103,102,0.696969697
102,103,0.351528384
105,102,0.33611691
103,102,0.427055703
102,103,0.584229391
102,109,0.740909091
103,102,0.787439614
102,103,0.355895197
109,102,0.367117117
103,102,0.432360743
102,103,0.576666667
102,110,0.786363636
103,102,0.75877193
102,103,0.377729258
110,102,0.32518797
103,102,0.458885942
102,103,0.635338346
102,111,0.768181818
103,102,0.74122807
102,103,0.368995633
111,102,0.344897959
103,102,0.448275862
102,103,0.622047244
102,112,0.718181818
103,102,0.752380952
102,103,0.344978166
112,102,0.395989975
103,102,0.419098143
102,103,0.741573034
102,114,0.6
103,102,0.721311475
102,103,0.288209607
114,102,0.432786885
103,102,0.350132626
102,103,0.640909091
102,115,0.640909091
103,102,0.774725275
102,103,0.307860262
115,102,0.379032258
103,102,0.374005305
102,104,0.622137405
102,105,0.758139535
105,102,0.693617021
102,105,0.355895197
105,102,0.340292276
104,102,0.406483791
102,109,0.748837209
102,104,0.577060932
104,102,0.741935484
102,104,0.351528384
104,102,0.401496259
109,102,0.362612613
102,110,0.813953488
102,104,0.583333333
104,102,0.694444444
102,104,0.38209607
104,102,0.436408978
110,102,0.328947368
102,111,0.753488372
102,104,0.609022556
104,102,0.72
102,104,0.35371179
104,102,0.403990025
111,102,0.330612245
102,112,0.76744186
102,104,0.649606299
104,102,0.756880734
102,104,0.360262009
104,102,0.411471322
112,102,0.413533835
102,114,0.641860465
102,104,0.775280899
104,102,0.686567164
102,104,0.301310044
104,102,0.344139651
114,102,0.452459016
102,115,0.68372093
102,104,0.668181818
104,102,0.7
102,104,0.320960699
104,102,0.366583541
115,102,0.39516129
102,107,0.519083969
102,105,0.751381215
105,102,0.735135135
102,105,0.296943231
105,102,0.283924843
107,102,0.438709677
102,109,0.77480916
102,105,0.727598566
105,102,0.714788732
102,105,0.443231441
105,102,0.423799582
109,102,0.457207207
102,110,0.801526718
102,105,0.7
105,102,0.681818182
102,105,0.458515284
105,102,0.438413361
110,102,0.394736842
102,111,0.744274809
102,105,0.733082707
105,102,0.689045936
102,105,0.425764192
105,102,0.407098121
111,102,0.397959184
102,112,0.732824427
102,105,0.755905512
105,102,0.708487085
102,105,0.419213974
105,102,0.400835073
112,102,0.481203008
102,114,0.519083969
102,105,0.764044944
105,102,0.739130435
102,105,0.296943231
105,102,0.283924843
114,102,0.445901639
102,115,0.629770992
102,105,0.75
105,102,0.70212766
102,105,0.360262009
105,102,0.344467641
115,102,0.443548387
102,107,0.505376344
102,109,0.779005525
109,102,0.805714286
102,109,0.307860262
109,102,0.317567568
107,102,0.45483871
102,107,0.5
102,110,0.828729282
110,102,0.721153846
102,110,0.327510917
110,102,0.281954887
107,102,0.483870968
102,107,0.571428571
102,111,0.839779006
111,102,0.652360515
102,111,0.331877729
111,102,0.310204082
107,102,0.490322581
102,107,0.535433071
102,112,0.751381215
112,102,0.768361582
102,112,0.296943231
112,102,0.34085213
107,102,0.438709677
102,110,0.788530466
102,109,0.733333333
109,102,0.745762712
102,109,0.480349345
109,102,0.495495495
110,102,0.413533835
102,111,0.681003584
102,109,0.714285714
109,102,0.745098039
102,109,0.414847162
109,102,0.427927928
111,102,0.387755102
102,109,0.74015748
102,112,0.673835125
112,102,0.810344828
102,112,0.410480349
112,102,0.471177945
109,102,0.423423423
102,113,0.476702509
102,109,0.773255814
113,102,0.768786127
102,113,0.290393013
109,102,0.29954955
113,102,0.4169279
102,114,0.491039427
102,109,0.769662921
109,102,0.835365854
102,109,0.299126638
109,102,0.308558559
114,102,0.449180328
102,115,0.584229391
102,109,0.740909091
109,102,0.795121951
102,109,0.355895197
109,102,0.367117117
115,102,0.438172043
102,111,0.71
102,110,0.80075188
110,102,0.705298013
102,110,0.465065502
110,102,0.40037594
111,102,0.434693878
102,110,0.799212598
102,112,0.676666667
112,102,0.760299625
102,112,0.443231441
112,102,0.50877193
110,102,0.381578947
102,113,0.473333333
102,110,0.825581395
113,102,0.720812183
102,113,0.310043668
110,102,0.266917293
113,102,0.445141066
102,114,0.49
102,110,0.825842697
110,102,0.746192893
102,110,0.320960699
110,102,0.276315789
114,102,0.481967213
102,115,0.596666667
102,110,0.813636364
110,102,0.716
102,110,0.390829694
110,102,0.336466165
115,102,0.481182796
102,111,0.775590551
102,112,0.740601504
112,102,0.740601504
102,112,0.430131004
112,102,0.493734336
111,102,0.402040816
102,111,0.797752809
102,114,0.533834586
114,102,0.77173913
102,114,0.310043668
114,102,0.46557377
111,102,0.289795918
102,111,0.804545455
102,115,0.665413534
111,102,0.67816092
102,111,0.386462882
115,102,0.475806452
111,102,0.36122449
102,114,0.539370079
102,112,0.769662921
112,102,0.774011299
102,112,0.299126638
112,102,0.343358396
114,102,0.449180328
102,115,0.641732283
102,112,0.740909091
112,102,0.802955665
102,112,0.355895197
112,102,0.408521303
115,102,0.438172043
103,104,0.688311688
103,105,0.706666667
105,103,0.676595745
103,105,0.421750663
105,103,0.331941545
104,103,0.396508728
103,109,0.68
103,104,0.739130435
104,103,0.705069124
103,104,0.405835544
104,103,0.381546135
109,103,0.344594595
103,110,0.746666667
103,104,0.736842105
104,103,0.666666667
103,104,0.445623342
104,103,0.418952618
110,103,0.315789474
103,111,0.706666667
103,104,0.697368421
104,103,0.706666667
103,104,0.421750663
104,103,0.396508728
111,103,0.324489796
103,112,0.684444444
103,104,0.733333333
104,103,0.706422018
103,104,0.408488064
104,103,0.3840399
112,103,0.385964912
103,114,0.631111111
103,104,0.775956284
104,103,0.706467662
103,104,0.376657825
104,103,0.354114713
114,103,0.46557377
103,115,0.635555556
103,104,0.785714286
104,103,0.680952381
103,104,0.379310345
104,103,0.356608479
115,103,0.384408602
103,107,0.58008658
103,105,0.82208589
105,103,0.724324324
103,105,0.355437666
105,103,0.279749478
107,103,0.432258065
103,109,0.727272727
103,105,0.811594203
105,103,0.591549296
103,105,0.445623342
105,103,0.350730689
109,103,0.378378378
103,110,0.787878788
103,105,0.798245614
105,103,0.590909091
103,105,0.482758621
105,103,0.379958246
110,103,0.342105263
103,111,0.774891775
103,105,0.785087719
105,103,0.632508834
103,105,0.474801061
105,103,0.373695198
111,103,0.365306122
103,112,0.744588745
103,105,0.819047619
105,103,0.634686347
103,105,0.456233422
105,103,0.35908142
112,103,0.431077694
103,114,0.601731602
103,105,0.759562842
105,103,0.755434783
103,105,0.368700265
105,103,0.290187891
114,103,0.455737705
103,115,0.627705628
103,105,0.796703297
105,103,0.617021277
103,105,0.384615385
105,103,0.302713987
115,103,0.389784946
103,107,0.600877193
103,110,0.840490798
110,103,0.658653846
103,110,0.363395225
110,103,0.257518797
107,103,0.441935484
103,107,0.609649123
103,111,0.852760736
111,103,0.596566524
103,111,0.368700265
111,103,0.283673469
107,103,0.448387097
103,110,0.835748792
103,109,0.75877193
109,103,0.586440678
103,109,0.458885942
109,103,0.38963964
110,103,0.32518797
103,111,0.753623188
103,109,0.684210526
109,103,0.611764706
103,109,0.413793103
109,103,0.351351351
111,103,0.318367347
103,109,0.7
103,112,0.710144928
112,103,0.63362069
103,112,0.389920424
112,103,0.368421053
109,103,0.331081081
103,115,0.632850242
103,109,0.71978022
109,103,0.63902439
103,109,0.347480106
109,103,0.295045045
115,103,0.352150538
103,111,0.763157895
103,110,0.763157895
110,103,0.57615894
103,110,0.461538462
110,103,0.327067669
111,103,0.355102041
103,110,0.79047619
103,112,0.728070175
112,103,0.621722846
103,112,0.440318302
112,103,0.4160401
110,103,0.312030075
103,114,0.622807018
103,110,0.775956284
110,103,0.720812183
103,110,0.376657825
110,103,0.266917293
114,103,0.46557377
103,115,0.649122807
103,110,0.813186813
110,103,0.592
103,110,0.392572944
110,103,0.278195489
115,103,0.397849462
103,111,0.819047619
103,112,0.754385965
112,103,0.646616541
