Antecedants,Consequents,Confidence
103,112,0.456233422
112,103,0.431077694
111,103,0.351020408
103,111,0.732240437
103,114,0.587719298
114,103,0.72826087
103,114,0.355437666
114,103,0.439344262
111,103,0.273469388
103,111,0.818681319
103,115,0.653508772
111,103,0.570881226
103,111,0.395225464
115,103,0.400537634
111,103,0.304081633
103,114,0.633333333
103,112,0.726775956
112,103,0.751412429
103,112,0.352785146
112,103,0.333333333
114,103,0.436065574
103,115,0.638095238
103,112,0.736263736
112,103,0.660098522
103,112,0.355437666
112,103,0.335839599
115,103,0.360215054
105,109,0.719148936
105,104,0.595070423
104,105,0.778801843
105,104,0.352818372
104,105,0.421446384
109,105,0.380630631
105,110,0.791489362
105,104,0.603896104
104,105,0.738095238
105,104,0.388308977
104,105,0.463840399
110,105,0.34962406
105,111,0.714893617
105,104,0.593639576
104,105,0.746666667
105,104,0.350730689
104,105,0.418952618
111,105,0.342857143
105,112,0.731914894
105,104,0.634686347
104,105,0.788990826
105,104,0.35908142
104,105,0.428927681
112,105,0.431077694
105,114,0.578723404
105,104,0.739130435
104,105,0.676616915
105,104,0.283924843
104,105,0.33915212
114,105,0.445901639
105,115,0.663829787
105,104,0.663829787
104,105,0.742857143
105,104,0.325678497
104,105,0.389027431
115,105,0.419354839
104,106,0.51984127
104,110,0.757225434
110,104,0.71978022
104,110,0.326683292
110,104,0.246240602
106,104,0.451724138
104,107,0.51984127
104,110,0.85620915
110,104,0.629807692
104,110,0.326683292
110,104,0.246240602
107,104,0.422580645
104,107,0.586666667
104,111,0.862745098
111,104,0.566523605
104,111,0.329177057
111,104,0.269387755
107,104,0.425806452
104,110,0.815668203
104,109,0.702380952
109,104,0.6
104,109,0.441396509
109,104,0.398648649
110,104,0.332706767
104,111,0.705069124
104,109,0.68
109,104,0.6
104,109,0.381546135
109,104,0.344594595
111,104,0.312244898
104,112,0.700460829
104,109,0.697247706
112,104,0.655172414
104,112,0.379052369
109,104,0.342342342
112,104,0.380952381
104,114,0.631336406
104,109,0.68159204
109,104,0.835365854
104,109,0.341645885
109,104,0.308558559
114,104,0.449180328
104,115,0.649769585
104,109,0.671428571
109,104,0.687804878
104,109,0.351620948
109,104,0.317567568
115,104,0.379032258
104,111,0.722222222
104,110,0.808888889
110,104,0.602649007
104,110,0.453865337
110,104,0.342105263
111,104,0.371428571
104,112,0.694444444
104,110,0.802752294
112,104,0.655430712
104,112,0.436408978
110,104,0.328947368
112,104,0.438596491
113,110,0.774566474
113,104,0.680203046
104,113,0.531746032
113,104,0.420062696
104,113,0.334164589
110,113,0.251879699
104,114,0.603174603
104,110,0.756218905
110,104,0.771573604
104,110,0.379052369
110,104,0.285714286
114,104,0.498360656
104,115,0.670634921
104,110,0.804761905
110,104,0.676
104,110,0.421446384
110,104,0.317669173
115,104,0.454301075
104,112,0.737777778
104,111,0.76146789
112,104,0.62406015
104,112,0.413965087
111,104,0.33877551
112,104,0.4160401
104,111,0.671641791
104,114,0.6
114,104,0.733695652
104,114,0.336658354
114,104,0.442622951
111,104,0.275510204
104,111,0.8
111,104,0.643678161
104,115,0.746666667
115,104,0.451612903
104,111,0.418952618
111,104,0.342857143
104,112,0.666666667
104,114,0.614678899
112,104,0.757062147
104,112,0.334164589
114,104,0.439344262
112,104,0.335839599
104,112,0.7
104,115,0.674311927
112,104,0.724137931
104,112,0.366583541
115,104,0.39516129
112,104,0.368421053
104,115,0.661691542
104,114,0.633333333
114,104,0.83125
104,114,0.331670823
114,104,0.436065574
115,104,0.357526882
105,106,0.428571429
105,110,0.851612903
110,105,0.725274725
105,110,0.275574113
110,105,0.248120301
106,105,0.455172414
105,107,0.5
105,109,0.767567568
109,105,0.811428571
105,109,0.296450939
109,105,0.31981982
107,105,0.458064516
105,107,0.5
105,110,0.832432432
110,105,0.740384615
105,110,0.321503132
110,105,0.289473684
107,105,0.496774194
105,107,0.554770318
105,111,0.848648649
111,105,0.673819742
105,111,0.32776618
111,105,0.320408163
107,105,0.506451613
105,107,0.52398524
105,112,0.767567568
112,105,0.802259887
105,112,0.296450939
112,105,0.355889724
107,105,0.458064516
105,110,0.781690141
105,109,0.720779221
109,105,0.752542373
105,109,0.463465553
109,105,0.5
110,105,0.417293233
105,111,0.707746479
105,109,0.71024735
109,105,0.788235294
105,109,0.419624217
109,105,0.452702703
111,105,0.410204082
105,109,0.704797048
105,112,0.672535211
112,105,0.823275862
105,112,0.39874739
112,105,0.478696742
109,105,0.43018018
113,109,0.740331492
113,105,0.774566474
105,113,0.471830986
113,105,0.420062696
105,113,0.279749478
109,113,0.301801802
105,114,0.475352113
105,109,0.733695652
109,105,0.823170732
105,109,0.281837161
109,105,0.304054054
114,105,0.442622951
105,115,0.570422535
105,109,0.689361702
109,105,0.790243902
105,109,0.338204593
109,105,0.364864865
115,105,0.435483871
105,111,0.714285714
105,110,0.777385159
110,105,0.728476821
105,110,0.459290188
110,105,0.413533835
111,105,0.448979592
105,110,0.789667897
105,112,0.694805195
112,105,0.801498127
105,112,0.446764092
112,105,0.536340852
110,105,0.402255639
113,110,0.784530387
113,105,0.720812183
105,113,0.461038961
113,105,0.445141066
105,113,0.296450939
110,113,0.266917293
105,114,0.503246753
105,110,0.842391304
110,105,0.78680203
105,110,0.323590814
110,105,0.291353383
114,105,0.508196721
105,115,0.594155844
105,110,0.778723404
110,105,0.732
105,110,0.382045929
110,105,0.343984962
115,105,0.491935484
105,111,0.749077491
105,112,0.717314488
112,105,0.763157895
105,112,0.423799582
112,105,0.50877193
111,105,0.414285714
113,111,0.745856354
113,105,0.721925134
105,113,0.477031802
113,105,0.423197492
105,113,0.281837161
111,113,0.275510204
105,111,0.788043478
105,114,0.512367491
114,105,0.788043478
105,114,0.302713987
114,105,0.475409836
111,105,0.295918367
105,111,0.765957447
105,115,0.636042403
111,105,0.689655172
105,111,0.375782881
115,105,0.483870968
111,105,0.367346939
105,114,0.520295203
105,112,0.766304348
112,105,0.796610169
105,112,0.294363257
112,105,0.353383459
114,105,0.462295082
105,115,0.605166052
105,112,0.69787234
112,105,0.807881773
105,112,0.342379958
112,105,0.411027569
115,105,0.440860215
109,107,0.515254237
109,110,0.868571429
110,109,0.730769231
109,110,0.342342342
110,109,0.285714286
107,109,0.490322581
109,107,0.596078431
109,111,0.868571429
111,109,0.652360515
109,111,0.342342342
111,109,0.310204082
107,109,0.490322581
110,107,0.57615894
110,111,0.836538462
111,110,0.746781116
110,111,0.327067669
111,110,0.355102041
107,110,0.561290323
112,107,0.550561798
112,110,0.830508475
110,112,0.706730769
112,110,0.368421053
110,112,0.276315789
107,112,0.474193548
110,107,0.568
110,115,0.682692308
115,110,0.835294118
110,115,0.266917293
115,110,0.38172043
107,110,0.458064516
112,107,0.590225564
112,111,0.88700565
111,112,0.673819742
112,111,0.393483709
111,112,0.320408163
107,112,0.506451613
111,107,0.574712644
115,111,0.882352941
111,115,0.643776824
115,111,0.403225806
111,115,0.306122449
107,111,0.483870968
109,111,0.701694915
109,110,0.811764706
110,109,0.685430464
109,110,0.466216216
110,109,0.389097744
111,109,0.42244898
112,110,0.823275862
112,109,0.715355805
109,112,0.647457627
112,109,0.478696742
109,112,0.43018018
110,112,0.359022556
113,110,0.803468208
113,109,0.705583756
109,113,0.471186441
113,109,0.435736677
109,113,0.313063063
110,113,0.261278195
109,114,0.498305085
109,110,0.896341463
110,109,0.746192893
109,110,0.331081081
110,109,0.276315789
114,109,0.481967213
109,115,0.596610169
109,110,0.858536585
110,109,0.704
109,110,0.396396396
110,109,0.330827068
115,109,0.47311828
112,111,0.771551724
112,109,0.672932331
109,112,0.701960784
112,109,0.448621554
109,112,0.403153153
111,112,0.365306122
109,111,0.8
111,109,0.62835249
109,115,0.643137255
115,109,0.440860215
109,111,0.369369369
111,109,0.334693878
112,115,0.637931034
112,109,0.729064039
109,112,0.72195122
112,109,0.370927318
109,112,0.333333333
115,112,0.397849462
112,111,0.752808989
112,110,0.755639098
110,112,0.665562914
112,110,0.503759398
110,112,0.377819549
111,112,0.410204082
113,111,0.741116751
113,110,0.780748663
110,113,0.483443709
113,110,0.457680251
110,113,0.27443609
111,113,0.297959184
110,111,0.766497462
110,114,0.5
114,110,0.820652174
110,114,0.283834586
114,110,0.495081967
111,110,0.308163265
110,111,0.792
111,110,0.75862069
110,115,0.655629139
115,110,0.532258065
110,111,0.372180451
111,110,0.404081633
113,110,0.818181818
113,112,0.685279188
112,113,0.505617978
113,112,0.423197492
112,113,0.338345865
110,113,0.253759398
112,114,0.543071161
112,110,0.81920904
110,112,0.736040609
112,110,0.363408521
110,112,0.272556391
114,112,0.475409836
112,115,0.647940075
112,110,0.852216749
110,112,0.692
112,110,0.43358396
110,112,0.32518797
115,112,0.465053763
110,115,0.670050761
110,114,0.528
114,110,0.825
110,114,0.248120301
114,110,0.432786885
115,110,0.35483871
113,111,0.806060606
113,112,0.711229947
112,113,0.5
113,112,0.4169279
112,113,0.333333333
111,113,0.271428571
112,111,0.81920904
112,114,0.545112782
114,112,0.788043478
112,114,0.363408521
114,112,0.475409836
111,112,0.295918367
112,111,0.852216749
111,112,0.662835249
112,115,0.65037594
115,112,0.465053763
112,111,0.43358396
111,112,0.353061224
113,111,0.858974359
113,115,0.71657754
111,113,0.513409962
113,111,0.420062696
115,113,0.360215054
111,113,0.273469388
114,111,0.83125
111,114,0.509578544
114,115,0.722826087
115,114,0.357526882
114,111,0.436065574
111,114,0.271428571
122,124,0.789473684
122,193,0.49270073
193,122,0.642857143
122,193,0.329268293
193,122,0.368852459
124,122,0.212598425
172,131,0.420560748
162,172,0.489130435
172,162,0.876623377
162,172,0.15323496
172,162,0.319148936
131,172,0.190677966
172,137,0.725856698
172,162,0.856617647
162,172,0.8996139
172,162,0.550827423
162,172,0.264472191
137,172,0.730407524
165,137,0.857142857
165,172,0.929577465
172,165,0.485294118
165,172,0.676923077
172,165,0.312056738
137,165,0.413793103
167,137,0.737967914
167,172,0.985714286
172,167,0.507352941
167,172,0.616071429
172,167,0.326241135
137,167,0.432601881
172,137,0.724324324
172,168,0.492647059
168,172,0.985294118
172,168,0.31678487
168,172,0.540322581
137,172,0.420062696
148,147,0.905660377
149,148,0.941176471
148,149,0.8
149,148,0.804469274
148,149,0.618025751
147,148,0.666666667
151,183,0.802259887
151,191,0.535849057
191,151,0.522058824
151,191,0.3014862
191,151,0.361323155
183,151,0.221875
163,162,0.862275449
163,164,0.837209302
164,163,0.894409938
163,164,0.699029126
164,163,0.757894737
162,163,0.163450624
163,168,0.88372093
163,162,0.904761905
162,163,0.716981132
163,162,0.737864078
162,163,0.172531215
168,163,0.612903226
163,162,0.894409938
163,172,0.837209302
172,163,0.448598131
163,172,0.699029126
172,163,0.340425532
162,163,0.163450624
164,168,0.894409938
164,162,0.888888889
162,164,0.679245283
164,162,0.757894737
162,164,0.163450624
168,164,0.580645161
164,162,0.885135135
164,172,0.813664596
172,164,0.408099688
164,172,0.689473684
172,164,0.309692671
162,164,0.148694665
167,162,0.832335329
167,165,0.759562842
165,167,0.879746835
167,165,0.620535714
165,167,0.712820513
162,167,0.157775255
165,172,0.841772152
165,162,0.863636364
172,165,0.414330218
165,172,0.682051282
162,165,0.150964813
172,165,0.314420804
167,168,0.737704918
167,162,0.9
162,167,0.636792453
167,162,0.602678571
162,167,0.15323496
168,167,0.544354839
167,162,0.860962567
167,172,0.879781421
172,167,0.501557632
167,172,0.71875
172,167,0.380614657
162,167,0.182746879
172,168,0.510903427
172,162,0.886486486
162,172,0.773584906
172,162,0.387706856
162,172,0.1861521
168,172,0.661290323
162,168,0.441860465
185,162,0.898648649
162,185,0.627358491
185,162,0.281779661
162,185,0.150964813
168,162,0.536290323
172,162,0.873563218
162,172,0.504983389
172,185,0.473520249
185,172,0.322033898
172,162,0.359338061
162,172,0.172531215
183,162,0.666666667
162,183,0.49833887
162,185,0.583657588
185,162,0.31779661
183,162,0.234375
162,183,0.170261067
163,168,0.880239521
163,164,0.875
164,163,0.907407407
163,164,0.713592233
164,163,0.773684211
168,163,0.592741935
163,172,0.790419162
163,164,0.819875776
164,163,0.891891892
163,164,0.640776699
164,163,0.694736842
172,163,0.312056738
163,168,0.869565217
163,172,0.833333333
172,163,0.756756757
163,172,0.67961165
172,163,0.330969267
168,163,0.564516129
164,168,0.905405405
164,172,0.827160494
172,164,0.724324324
164,172,0.705263158
172,164,0.31678487
168,164,0.540322581
167,166,0.820359281
167,165,0.958041958
165,167,0.919463087
167,165,0.611607143
165,167,0.702564103
166,167,0.85625
167,172,0.886227545
167,165,0.79144385
165,167,0.961038961
167,165,0.660714286
165,167,0.758974359
172,167,0.349881797
167,168,0.711229947
167,172,0.886666667
172,167,0.718918919
167,172,0.59375
172,167,0.314420804
168,167,0.536290323
180,179,0.835443038
180,190,0.705882353
190,180,0.804878049
180,190,0.528
190,180,0.61682243
179,180,0.408668731
222,217,0.567375887
222,224,0.820512821
224,222,0.744186047
222,224,0.408163265
224,222,0.390243902
217,222,0.186915888
223,226,0.61752988
223,225,0.901162791
225,223,0.833333333
223,225,0.451895044
225,223,0.46686747
226,223,0.685840708
172,137,0.864864865
172,53,0.961373391
172,162,0.858237548
162,172,0.914285714
172,53,0.697819315
172,162,0.697819315
172,162,0.823529412
162,172,0.754208754
162,172,0.864864865
53,172,0.756756757
172,162,0.529550827
162,172,0.254256527
53,172,0.57881137
137,172,0.702194357
165,137,0.885135135
165,53,0.992424242
172,165,0.501915709
165,172,0.935714286
165,53,0.850649351
172,165,0.408099688
172,165,0.481617647
165,172,0.798780488
165,172,0.922535211
53,165,0.442567568
172,165,0.309692671
165,172,0.671794872
53,165,0.338501292
137,165,0.410658307
167,137,0.87012987
167,53,0.971014493
167,172,0.985294118
172,167,0.513409962
167,53,0.71657754
167,172,0.853503185
167,172,0.957142857
172,167,0.417445483
172,167,0.492647059
53,167,0.452702703
167,172,0.598214286
172,167,0.31678487
53,167,0.34625323
137,167,0.420062696
172,137,0.880794702
172,53,0.992537313
172,168,0.509578544
53,172,0.992537313
172,53,0.718918919
172,168,0.414330218
172,53,0.488970588
53,172,0.847133758
168,172,0.977941176
53,172,0.449324324
172,53,0.314420804
168,172,0.536290323
53,172,0.343669251
137,172,0.4169279
167,53,0.838509317
167,162,0.876623377
167,172,0.98540146
172,167,0.521235521
167,162,0.721925134
167,172,0.737704918
167,172,0.859872611
172,167,0.420560748
172,167,0.420560748
162,167,0.454545455
167,172,0.602678571
172,167,0.319148936
162,167,0.15323496
53,167,0.348837209
172,168,0.525096525
172,53,0.829268293
172,162,0.900662252
162,172,0.957746479
172,168,0.423676012
172,162,0.423676012
172,162,0.735135135
162,172,0.457912458
162,172,0.641509434
168,172,0.866242038
172,162,0.321513002
162,172,0.154370034
53,172,0.351421189
168,172,0.548387097
167,53,0.966216216
167,165,0.928571429
165,167,0.966216216
167,172,0.986206897
167,165,0.764705882
165,167,0.928571429
172,167,0.445482866
167,172,0.856287425
167,165,0.910828025
165,167,0.87195122
172,167,0.338061466
167,165,0.638392857
165,167,0.733333333
53,167,0.369509044
87,85,0.752808989
87,110,0.827160494
87,109,0.832298137
109,87,0.893333333
87,110,0.585152838
87,109,0.492647059
87,109,0.470175439
109,87,0.454237288
109,87,0.720430108
110,87,0.740331492
87,109,0.211023622
109,87,0.301801802
110,87,0.251879699
85,87,0.360215054
87,102,0.786516854
87,110,0.869565217
87,109,0.809248555
102,87,0.636363636
87,102,0.611353712
87,102,0.514705882
87,109,0.654205607
109,87,0.474576271
102,87,0.501792115
102,87,0.466666667
87,102,0.220472441
109,87,0.315315315
110,87,0.263157895
102,87,0.305676856
87,110,0.849056604
87,109,0.771428571
87,105,0.758426966
105,87,0.608108108
87,109,0.627906977
87,105,0.589519651
87,105,0.496323529
105,87,0.475352113
105,87,0.438311688
109,87,0.457627119
87,105,0.212598425
105,87,0.281837161
109,87,0.304054054
110,87,0.253759398
102,103,0.782857143
102,110,0.867088608
102,104,0.791907514
103,102,0.81547619
102,103,0.637209302
102,103,0.456666667
102,104,0.622727273
104,102,0.543650794
103,102,0.608888889
103,102,0.600877193
102,103,0.299126638
104,102,0.341645885
110,102,0.257518797
103,102,0.363395225
102,103,0.820987654
102,111,0.841772152
102,104,0.786982249
103,102,0.836477987
102,103,0.618604651
102,103,0.5
102,104,0.604545455
104,102,0.591111111
103,102,0.591111111
103,102,0.583333333
102,103,0.290393013
104,102,0.331670823
111,102,0.271428571
103,102,0.352785146
102,103,0.669950739
102,109,0.844720497
102,105,0.834355828
103,102,0.80952381
102,103,0.519083969
102,103,0.487455197
102,105,0.618181818
105,102,0.478873239
103,102,0.588744589
103,102,0.657004831
102,103,0.296943231
105,102,0.283924843
109,102,0.306306306
103,102,0.360742706
102,103,0.671428571
102,110,0.875776398
102,105,0.815028902
103,102,0.774725275
102,103,0.538167939
102,103,0.47
102,105,0.640909091
105,102,0.457792208
103,102,0.61038961
103,102,0.618421053
102,103,0.307860262
105,102,0.294363257
110,102,0.265037594
103,102,0.374005305
102,103,0.743589744
102,111,0.900621118
102,105,0.857988166
103,102,0.810055866
102,103,0.553435115
102,103,0.545112782
102,105,0.659090909
105,102,0.512367491
103,102,0.627705628
103,102,0.635964912
102,103,0.316593886
105,102,0.302713987
111,102,0.295918367
103,102,0.384615385
102,103,0.692708333
102,112,0.826086957
102,105,0.841772152
103,102,0.773255814
102,103,0.507633588
102,103,0.523622047
102,105,0.604545455
105,102,0.490774908
103,102,0.575757576
103,102,0.633333333
102,103,0.290393013
105,102,0.277661795
112,102,0.333333333
103,102,0.352785146
102,103,0.65
102,110,0.877300613
102,109,0.826589595
103,102,0.826589595
102,103,0.512544803
102,103,0.476666667
102,109,0.65
109,102,0.484745763
103,102,0.690821256
103,102,0.627192982
102,103,0.312227074
109,102,0.322072072
110,102,0.268796992
103,102,0.379310345
102,103,0.710526316
102,111,0.828220859
102,109,0.798816568
103,102,0.865384615
102,103,0.483870968
102,103,0.507518797
102,109,0.613636364
109,102,0.529411765
103,102,0.652173913
103,102,0.592105263
102,103,0.294759825
109,102,0.304054054
111,102,0.275510204
103,102,0.358090186
102,103,0.680751174
102,111,0.838150289
102,110,0.857988166
103,102,0.833333333
102,103,0.483333333
102,103,0.545112782
102,110,0.659090909
110,102,0.48013245
103,102,0.635964912
103,102,0.635964912
102,103,0.316593886
110,102,0.272556391
111,102,0.295918367
103,102,0.384615385
102,103,0.669950739
102,110,0.860759494
102,112,0.786127168
103,102,0.819277108
102,103,0.535433071
102,103,0.453333333
102,112,0.618181818
112,102,0.509363296
103,102,0.647619048
103,102,0.596491228
102,103,0.296943231
112,102,0.34085213
110,102,0.255639098
103,102,0.360742706
102,103,0.720812183
102,111,0.898734177
102,112,0.840236686
103,102,0.825581395
102,103,0.559055118
102,103,0.533834586
102,112,0.645454545
112,102,0.533834586
103,102,0.676190476
103,102,0.622807018
102,103,0.310043668
112,102,0.355889724
111,102,0.289795918
103,102,0.376657825
102,109,0.82208589
102,104,0.660098522
102,105,0.832298137
105,102,0.792899408
102,104,0.511450382
102,105,0.623255814
102,105,0.480286738
105,102,0.570212766
105,102,0.471830986
104,102,0.617511521
102,105,0.292576419
105,102,0.279749478
104,102,0.334164589
109,102,0.301801802
102,110,0.889570552
102,104,0.69047619
102,105,0.828571429
105,102,0.779569892
102,104,0.553435115
102,105,0.674418605
102,105,0.483333333
105,102,0.617021277
105,102,0.470779221
104,102,0.575396825
102,105,0.316593886
105,102,0.302713987
104,102,0.36159601
110,102,0.272556391
102,111,0.840490798
102,104,0.702564103
102,105,0.845679012
105,102,0.81547619
102,104,0.522900763
102,105,0.637209302
102,105,0.515037594
105,102,0.582978723
105,102,0.48409894
104,102,0.608888889
102,105,0.299126638
105,102,0.286012526
104,102,0.341645885
111,102,0.279591837
102,112,0.834355828
102,104,0.708333333
102,105,0.824242424
105,102,0.790697674
102,104,0.519083969
102,105,0.63255814
102,105,0.535433071
105,102,0.578723404
105,102,0.501845018
104,102,0.623853211
102,105,0.296943231
105,102,0.283924843
104,102,0.33915212
112,102,0.34085213
102,110,0.881987578
102,109,0.811428571
102,104,0.645454545
104,102,0.802259887
102,109,0.660465116
102,104,0.508960573
102,104,0.473333333
104,102,0.65437788
104,102,0.563492063
109,102,0.481355932
102,104,0.310043668
104,102,0.354114713
109,102,0.31981982
110,102,0.266917293
102,112,0.813664596
102,109,0.793939394
102,104,0.696808511
104,102,0.861842105
102,112,0.609302326
102,104,0.46953405
102,104,0.515748031
104,102,0.603686636
104,102,0.600917431
112,102,0.564655172
102,104,0.286026201
104,102,0.326683292
109,102,0.295045045
112,102,0.328320802
102,111,0.817142857
102,110,0.882716049
102,104,0.671361502
104,102,0.785714286
102,110,0.665116279
102,104,0.476666667
102,104,0.537593985
104,102,0.567460317
104,102,0.635555556
110,102,0.473509934
102,104,0.312227074
104,102,0.356608479
110,102,0.268796992
111,102,0.291836735
102,112,0.817142857
102,110,0.866666667
102,104,0.704433498
104,102,0.817142857
102,112,0.665116279
102,104,0.476666667
102,104,0.562992126
104,102,0.567460317
104,102,0.655963303
112,102,0.535580524
102,104,0.312227074
104,102,0.356608479
110,102,0.268796992
112,102,0.35839599
102,112,0.858024691
102,111,0.842424242
102,104,0.705583756
104,102,0.837349398
102,112,0.646511628
102,104,0.522556391
102,104,0.547244094
104,102,0.617777778
104,102,0.637614679
112,102,0.522556391
102,104,0.30349345
104,102,0.346633416
111,102,0.283673469
112,102,0.348370927
102,110,0.866995074
102,109,0.838095238
102,105,0.8
105,102,0.792792793
102,109,0.671755725
102,105,0.630824373
102,105,0.586666667
105,102,0.61971831
105,102,0.571428571
109,102,0.596610169
102,105,0.384279476
105,102,0.36743215
109,102,0.396396396
110,102,0.330827068
102,111,0.783251232
102,109,0.815384615
102,105,0.836842105
105,102,0.791044776
102,109,0.606870229
102,105,0.569892473
102,105,0.597744361
105,102,0.559859155
105,102,0.561837456
109,102,0.623529412
102,105,0.347161572
105,102,0.331941545
109,102,0.358108108
111,102,0.324489796
102,109,0.84375
102,112,0.798029557
102,105,0.861702128
105,102,0.848167539
102,112,0.618320611
102,105,0.637795276
102,105,0.580645161
105,102,0.597785978
105,102,0.570422535
112,102,0.698275862
102,105,0.35371179
105,102,0.338204593
112,102,0.406015038
109,102,0.364864865
102,115,0.665024631
102,109,0.818181818
102,105,0.828220859
105,102,0.833333333
102,109,0.515267176
102,105,0.483870968
102,105,0.613636364
105,102,0.475352113
105,102,0.574468085
109,102,0.658536585
102,105,0.294759825
105,102,0.281837161
109,102,0.304054054
115,102,0.362903226
102,111,0.804761905
102,110,0.866666667
102,105,0.79342723
105,102,0.768181818
102,110,0.645038168
102,105,0.563333333
102,105,0.635338346
105,102,0.548701299
105,102,0.597173145
110,102,0.559602649
102,105,0.368995633
105,102,0.352818372
110,102,0.317669173
111,102,0.344897959
102,110,0.885416667
102,112,0.80952381
102,105,0.837438424
105,102,0.794392523
102,112,0.648854962
102,105,0.669291339
102,105,0.566666667
105,102,0.627306273
105,102,0.551948052
112,102,0.63670412
102,105,0.371179039
105,102,0.354906054
112,102,0.426065163
110,102,0.319548872
102,115,0.7
102,110,0.890909091
102,105,0.82122905
105,102,0.803278689
102,110,0.561068702
102,105,0.49
102,105,0.668181818
105,102,0.477272727
105,102,0.625531915
110,102,0.588
102,105,0.320960699
105,102,0.306889353
110,102,0.276315789
115,102,0.39516129
102,111,0.84375
102,112,0.830769231
102,105,0.822335025
105,102,0.798029557
102,112,0.618320611
102,105,0.637795276
102,105,0.609022556
105,102,0.597785978
105,102,0.572438163
112,102,0.609022556
102,105,0.35371179
105,102,0.338204593
112,102,0.406015038
111,102,0.330612245
102,111,0.866666667
102,115,0.733333333
102,105,0.807909605
105,102,0.794444444
102,111,0.545801527
102,105,0.65
102,105,0.537593985
105,102,0.608510638
105,102,0.505300353
111,102,0.54789272
102,105,0.312227074
105,102,0.298538622
115,102,0.384408602
111,102,0.291836735
102,115,0.71875
102,112,0.836363636
102,105,0.846625767
105,102,0.841463415
102,112,0.526717557
102,105,0.543307087
102,105,0.627272727
105,102,0.509225092
105,102,0.587234043
112,102,0.679802956
102,105,0.301310044
105,102,0.288100209
112,102,0.345864662
115,102,0.370967742
102,107,0.629107981
102,111,0.893333333
102,110,0.881578947
110,102,0.770114943
102,111,0.446666667
102,110,0.503759398
102,110,0.740331492
110,102,0.443708609
110,102,0.644230769
111,102,0.575107296
102,110,0.292576419
110,102,0.251879699
111,102,0.273469388
107,102,0.432258065
102,111,0.768181818
102,110,0.889473684
102,109,0.79342723
109,102,0.816425121
102,110,0.605734767
102,109,0.563333333
102,109,0.635338346
109,102,0.572881356
109,102,0.662745098
110,102,0.559602649
102,109,0.368995633
109,102,0.380630631
110,102,0.317669173
111,102,0.344897959
102,110,0.872340426
102,109,0.807881773
102,112,0.745454545
112,102,0.858638743
102,109,0.645669291
102,112,0.58781362
102,112,0.546666667
112,102,0.706896552
112,102,0.61423221
109,102,0.555932203
102,112,0.358078603
112,102,0.411027569
109,102,0.369369369
110,102,0.308270677
102,115,0.668181818
102,110,0.901840491
102,109,0.82122905
109,102,0.835227273
102,110,0.52688172
102,109,0.49
102,109,0.668181818
109,102,0.498305085
109,102,0.717073171
110,102,0.588
102,109,0.320960699
109,102,0.331081081
110,102,0.276315789
115,102,0.39516129
102,111,0.824468085
102,109,0.78680203
102,112,0.815789474
112,102,0.865921788
102,109,0.61023622
102,112,0.555555556
102,112,0.582706767
112,102,0.668103448
112,102,0.582706767
109,102,0.607843137
102,112,0.338427948
112,102,0.388471178
109,102,0.349099099
111,102,0.316326531
102,111,0.852760736
102,109,0.785310734
102,115,0.731578947
109,102,0.847560976
102,109,0.631818182
102,111,0.498207885
102,109,0.522556391
109,102,0.67804878
111,102,0.53256705
109,102,0.545098039
102,109,0.30349345
115,102,0.373655914
109,102,0.313063063
111,102,0.283673469
102,115,0.70212766
102,109,0.809815951
102,112,0.809815951
112,102,0.891891892
102,109,0.519685039
102,112,0.47311828
102,112,0.6
112,102,0.568965517
112,102,0.650246305
109,102,0.643902439
102,112,0.288209607
112,102,0.330827068
109,102,0.297297297
115,102,0.35483871
102,111,0.812807882
102,110,0.837563452
102,112,0.774647887
112,102,0.820895522
102,110,0.649606299
102,112,0.55
102,112,0.620300752
112,102,0.617977528
112,102,0.620300752
110,102,0.546357616
102,112,0.360262009
112,102,0.413533835
110,102,0.310150376
111,102,0.336734694
102,111,0.843575419
102,110,0.853107345
102,115,0.708920188
110,102,0.762626263
102,110,0.686363636
102,111,0.503333333
102,110,0.567669173
110,102,0.604
111,102,0.578544061
110,102,0.5
102,110,0.329694323
115,102,0.405913978
110,102,0.283834586
111,102,0.308163265
102,115,0.704433498
102,110,0.877300613
102,112,0.798882682
112,102,0.826589595
102,110,0.562992126
102,112,0.476666667
102,112,0.65
112,102,0.535580524
112,102,0.704433498
110,102,0.572
102,112,0.312227074
112,102,0.35839599
110,102,0.268796992
115,102,0.384408602
102,111,0.877300613
102,112,0.807909605
102,115,0.725888325
112,102,0.826589595
102,112,0.65
102,111,0.562992126
102,112,0.537593985
112,102,0.704433498
111,102,0.54789272
112,102,0.537593985
102,112,0.312227074
115,102,0.384408602
112,102,0.35839599
111,102,0.291836735
103,109,0.823899371
103,104,0.779761905
103,105,0.85620915
105,103,0.775147929
103,104,0.567099567
103,105,0.582222222
103,105,0.632850242
105,103,0.557446809
105,103,0.461267606
104,103,0.603686636
103,105,0.347480106
105,103,0.27348643
104,103,0.326683292
109,103,0.295045045
103,110,0.880503145
103,104,0.769230769
103,105,0.833333333
105,103,0.752688172
103,104,0.606060606
103,105,0.622222222
103,105,0.614035088
105,103,0.595744681
105,103,0.454545455
104,103,0.555555556
103,105,0.371352785
105,103,0.292275574
104,103,0.349127182
110,103,0.263157895
103,110,0.901960784
103,109,0.821428571
